Nimi;Lukumäärä
Alvi;7
Ambra;7
Anessa;7
Anica;7
Anna-Christina;7
Anna-Elena;7
Anna-Greetta;7
Anna-Henriikka;7
Annakatri;7
Annalina;7
Anna-Linnea;7
Anna-Maja;7
Anna-Mariia;7
Anna-Marjatta;7
Anna-Miina;7
Anna-Ulla;7
Anne-Marjaana;7
Anne-Riikka;7
Annett;7
Anni-Liina;7
Anni-Reetta;7
Ann-Kristina;7
Ansela;7
Anton;7
Antoniina;7
Anu-Katri;7
Anuleena;7
Anu-Marjaana;7
Anu-Reetta;7
Anu-Riina;7
Aretta;7
Ariya;7
Arja-Tuulikki;7
Arleena;7
Arlena;7
Artina;7
Aruna;7
Arwen;7
Ashna;7
Ava-Sofia;7
Ayala;7
Aysegül;7
Banaz;7
Baraa;7
Beanna;7
Betta;7
Betul;7
Bo;7
Bogdana;7
Borghild;7
Cam;7
Cata;7
Catina;7
Cécilia;7
Chaima;7
Chatrine;7
Chau;7
Chiamaka;7
Chidera;7
Daina;7
Dani;7
Darlene;7
Delina;7
Delphine;7
Delvin;7
Deqo;7
Diara;7
Diba;7
Dijana;7
Dino;7
Dóra;7
Doreen;7
Duygu;7
Eevaliina;7
Eeva-Liina;7
Eeva-Maarit;7
Eeve;7
Eevi-Lotta;7
Eija-Irmeli;7
Eija-Riina;7
Elaha;7
Elanor;7
Eleftheria;7
Elektra;7
Elettra;7
Elfete;7
Elinda;7
Elinne;7
Eliora;7
Elisabetta;7
Ella-Lotta;7
Ellika;7
Elsa-Sofia;7
Else-Mai;7
Elsi-Maria;7
Elsy;7
Elvin;7
Elwiira;7
Emese;7
Emma-Juulia;7
Emma-Maaria;7
Emmanuela;7
Emmanuelle;7
Emma-Pauliina;7
Emmariikka;7
Emmariina;7
Emmi-Elina;7
Emmi-Maaria;7
Emminoora;7
Emmi-Reetta;7
Enna-Sofia;7
Erda;7
Erisa;7
Erlinda;7
Ertta;7
Essi-Sofia;7
Eva-Helena;7
Evilla;7
Evina;7
Faiso;7
Fan;7
Fanni-Lotta;7
Fardus;7
Farrah;7
Fazile;7
Federica;7
Fei;7
Felice;7
Ferdane;7
Fereshta;7
Fidan;7
Fotini;7
Gamze;7
Gergana;7
Gerta;7
Gila;7
Greete;7
Gullveig;7
Gundis;7
Gungerd;7
Gun-Gerd;7
H;7
Haboon;7
Haldis;7
Halime;7
Hamide;7
Hanadi;7
Haneen;7
Hang;7
Haniin;7
Hanna-Marie;7
Hannastiina;7
Hannelore;7
Hanne-Marie;7
Hanne-Marika;7
Hannimari;7
Hasina;7
Hasti;7
Haya;7
Haylie;7
Hazal;7
Hedwig;7
Heini-Leena;7
Heini-Maaria;7
Heini-Mari;7
Heini-Sofia;7
Helfrid;7
Helia;7
Heli-Anna;7
Heli-Anne;7
Heli-Hannele;7
Heli-Kaarina;7
Heli-Kristiina;7
Helju;7
Helka-Liisa;7
Helka-Maria;7
Helme;7
Helmi-Elisa;7
Helmililja;7
Helmina;7
Helve;7
Henna-Julia;7
Henna-Riika;7
Henni-Sofia;7
Hertta-Maria;7
Heta-Kaisa;7
Hilpa;7
Ho;7
Hua;7
Hülya;7
Ibado;7
Ibtisaam;7
Idamari;7
Ifeoma;7
Iftin;7
Iida-Olivia;7
Iine;7
Iita-Liina;7
Ilayda;7
Ilknur;7
Ilon;7
Ina-Sofia;7
Ineza;7
Inga-Lena;7
Inga-Maj;7
Inka-Emilia;7
Inka-Maija;7
Inna-Maria;7
Iqlas;7
Íris;7
Iselinn;7
Isha;7
Ivie;7
Jaana-Kristiina;7
Jade-Julia;7
Jade-Juulia;7
Jadelia;7
Jade-Maria;7
Jade-Sofia;7
Jaina;7
Janda;7
Jani;7
Janiela;7
Janja;7
Jannice;7
Jannie;7
Jatta-Maria;7
Jea;7
Jelissa;7
Jemmi;7
Jenissa;7
Jenna-Johanna;7
Jenna-Liisa;7
Jenna-Marie;7
Jennariina;7
Jenni-Juulia;7
Jennileena;7
Jenni-Riikka;7
Jesmiina;7
Jessa;7
Jeta;7
Jimena;7
Jintana;7
Jodie;7
Jola;7
Jonna-Maaria;7
Jonna-Maija;7
Juta;7
Jutta-Kaisa;7
Kadra;7
Kaidi;7
Kaisa-Lotta;7
Kaisamaija;7
Kaisa-Sisko;7
Kaisu-Liina;7
Kaltun;7
Kami;7
Karissa;7
Karitta;7
Kasper;7
Kata-Riina;7
Kati-Annika;7
Kati-Sisko;7
Katri-Maaria;7
Katri-Susanna;7
Kenny;7
Kezia;7
Khanh;7
Khava;7
Kheda;7
Kieu;7
Kirsi-Helena;7
Kirsti-Leena;7
Kirsti-Maria;7
Kit;7
Kris;7
Krista-Maarit;7
Kristian;7
Kseniya;7
Külli;7
Lamija;7
Laura-Annika;7
Laura-Johanna;7
Lea-Maarit;7
Leea-Maria;7
Leela;7
Leelo;7
Leena-Marjut;7
Leevi;7
Leila-Marja;7
Leoni;7
Leylo;7
Liisa-Maaria;7
Lijana;7
Lil;7
Lili-Ann;7
Liljan;7
Lillan;7
Lille-Mor;7
Lillie;7
Lilli-Lotta;7
Limor;7
Lindita;7
Lis-Maj;7
Lissa;7
Livi;7
Lizzie;7
Loan;7
Lonny;7
Lounatuuli;7
Lucille;7
Lumi-Sofia;7
Lumi-Tuulia;7
Lyubov;7
Maana;7
Maarit-Hannele;7
Madelin;7
Madiha;7
Madleena;7
Maeve;7
Maggi;7
Maiia;7
Maija-Liina;7
Maija-Sofia;7
Maijastina;7
Maiju-Riikka;7
Maike;7
Maile;7
Maimu;7
Maise;7
Maiza;7
Majda;7
Majgret;7
Maj-Louise;7
Marga;7
Margo;7
Margret;7
Maria-Johanna;7
Maria-Katariina;7
Mari-Anni;7
Maricel;7
Mari-Sofia;7
Marites;7
Marja-Johanna;7
Marja-Katariina;7
Marja-Liisi;7
Marja-Lisa;7
Marjama;7
Marja-Reetta;7
Marjetta;7
Marjo-Anneli;7
Marjo-Elina;7
Marjokaisa;7
Marjo-Terttu;7
Marleene;7
Martta-Liisa;7
Marua;7
Maruzella;7
Maryamo;7
Meea-Maria;7
Meili;7
Meiri;7
Meisa;7
Melica;7
Mere;7
Meret;7
Meri-Anna;7
Merissa;7
Merja-Sisko;7
Merjo;7
Mette-Marie;7
Miamari;7
Mia-Susanna;7
Miia-Kaisa;7
Miia-Maija;7
Miima;7
Miimu;7
Mikki;7
Milene;7
Miliana;7
Militsa;7
Miliza;7
Milla-Kaisa;7
Milla-Marika;7
Milla-Marja;7
Milya;7
Mini;7
Minire;7
Minnakaisa;7
Minna-Katriina;7
Minna-Sofia;7
Mirana;7
Mirell;7
Mirja-Helena;7
Mirsada;7
Mirtta;7
Mita;7
Moana;7
Mobina;7
Mona-Carita;7
Mst.;7
Mu;7
Mumtaaz;7
Nadina;7
Naja;7
Najat;7
Najiba;7
Nanna-Maria;7
Nanu;7
Naomie;7
Nasim;7
Nathali;7
Nazli;7
Nea-Julia;7
Neemi;7
Nelli-Emilia;7
Nemo;7
Neslihan;7
Nesrine;7
Nexhmije;7
Nico;7
Nihal;7
Niina-Riitta;7
Niklas;7
Niloofar;7
Nina-Kristiina;7
Ninka;7
Noémie;7
Noora-Maija;7
Nora-Emilia;7
Nuka;7
Nunnu;7
Nuray;7
Oana;7
Olsa;7
Outi-Kaarina;7
Outi-Maarit;7
Paiju;7
Paula-Sisko;7
Phung;7
Pia-Christine;7
Pia-Hannele;7
Pia-Kristina;7
Pia-Maija;7
Piamaria;7
Pia-Marika;7
Pihlaja;7
Piialiisa;7
Piia-Susanna;7
Piisku;7
Piki;7
Pinja-Riina;7
Pirjoliisa;7
Polly;7
Pranvera;7
Priscila;7
Prisha;7
Päivi-Hannele;7
Päivi-Kristiina;7
Päivä;7
Qaali;7
Qian;7
Raaho;7
Rachael;7
Rada;7
Rafal;7
Rafif;7
Raghad;7
Rahmah;7
Raija-Helena;7
Raija-Maija;7
Ramlo;7
Raqia;7
Rasmus;7
Ratree;7
Reetta-Sofia;7
Reia;7
Riika-Mari;7
Riikka-Kaisa;7
Riikkaliina;7
Riikka-Marja;7
Riinamari;7
Riitta-Hannele;7
Riittamaija;7
Riti;7
Ritva-Kaarina;7
Rochelle;7
Ronak;7
Roo;7
Roona;7
Roosaliina;7
Roosa-Liina;7
Roosa-Liisa;7
Rosveig;7
Routa;7
Rowena;7
Rozan;7
Rusul;7
Ruwayda;7
Saana-Maaria;7
Saana-Maarit;7
Saania;7
Sabrije;7
Sabrine;7
Sacha;7
Sada;7
Sadije;7
Safija;7
Safiye;7
Saija-Maarit;7
Saijamari;7
Saija-Riina;7
Saika;7
Salla-Reetta;7
Salmo;7
Salvia;7
Samanta;7
Sanda;7
Sanna-Katriina;7
Sannariikka;7
Sanni-Marja;7
Sanra;7
Santeri;7
Saraella;7
Sara-Leena;7
Saraliina;7
Sari-Elina;7
Sari-Maaria;7
Sari-Tiina;7
Sassa;7
Satu-Anne;7
Satu-Anneli;7
Satumaija;7
Satu-Sirkku;7
Selamawit;7
Selvi;7
Senja-Maria;7
Sevdije;7
Sevil;7
Shadan;7
Shahin;7
Shaimaa;7
Shakira;7
Shalini;7
Sham;7
Shana;7
Shanna;7
Shatha;7
Signild;7
Simran;7
Singa;7
Sini-Elina;7
Sini-Helmi;7
Sini-Kristiina;7
Sini-Pauliina;7
Sinituulia;7
Siria;7
Siriporn;7
Sirkku-Marja;7
Sirkku-Sisko;7
Sissy;7
Snezhana;7
Sofia-Emilia;7
Sofiella;7
Sofina;7
Suhuur;7
Susannah;7
Suvi-Sirkku;7
Suvi-Sofia;7
Szilvia;7
Tabea;7
Tabitha;7
Tahereh;7
Taissia;7
Tala;7
Tamana;7
Tamanna;7
Tamila;7
Tanja-Marika;7
Tanja-Riitta;7
Tanja-Tuulia;7
Tarja-Kaarina;7
Tarja-Tuulia;7
Taru-Maaria;7
Tasha;7
Tasneem;7
Tatsiana;7
Teele;7
Teia;7
Teija-Maria;7
Tepa;7
Terhi-Leena;7
Terttu-Maija;7
Thida;7
Tieu;7
Tiia-Emilia;7
Tiia-Kaisa;7
Tiia-Liina;7
Tiiariina;7
Tiina-Johanna;7
Tiina-Maaria;7
Tiinamaria;7
Tiina-Susanna;7
Tilia;7
Tímea;7
Tracey;7
Tram;7
Trinity;7
Tuija-Helena;7
Tuulimaria;7
Türkan;7
Ulla-Elina;7
Ullamaria;7
Ulrike;7
Unna-Maria;7
Urpu-Liisa;7
Vailet;7
Vann;7
Varja;7
Veija;7
Viivi-Tuulia;7
Vilena;7
Virve-Liisa;7
Vivea;7
Volha;7
Wasana;7
Wia;7
Wieslawa;7
Wivi-Ann;7
Xuan;7
Xue;7
Yaiza;7
Yesim;7
Yumna;7
Yun;7
Yurub;7
Yvonn;7
Zeina;7
Zuzana;7
Aahil;7
Aamir;7
Aaro-Matti;7
Aaroni;7
Aarush;7
Abdelhakim;7
Abdeljalil;7
Abdelmajid;7
Abdigani;7
Abdihakiim;7
Abdilahi;7
Abdinur;7
Abdirashiid;7
Abdisalan;7
Abdisamed;7
Abdulwahid;7
Abrar;7
Adonis;7
Aiham;7
Áilu;7
Ajay;7
Alar;7
Alden;7
Aldur;7
Aleksandre;7
Aliaksandr;7
Amanj;7
Amarjit;7
Amed;7
Anand;7
Anastasios;7
Anian;7
Ansel;7
Ansumana;7
Antonin;7
Antti-Kustaa;7
Antti-Tuomas;7
Ardi;7
Argjend;7
Arhippa;7
Ari-Kalle;7
Arje;7
Arjun;7
Arkko;7
Armen;7
Arpo;7
Arttu-Ville;7
Arvind;7
Asif;7
Asil;7
Atanas;7
Atef;7
Ato;7
Atticus;7
Aurora;7
Aviel;7
Babatunde;7
Bach;7
Basim;7
Batuhan;7
Benn;7
Bent;7
Bernardo;7
Bishal;7
Blend;7
Bleron;7
Boes;7
Bora;7
Botond;7
Bouchaib;7
Burim;7
Carel;7
Cédric;7
Chukwuemeka;7
Chung;7
Claes-Göran;7
Coskun;7
Cumhur;7
Curtis;7
Dane;7
Darko;7
Daryl;7
Davis;7
Davut;7
Deeq;7
Dior;7
Dler;7
Domenic;7
Domi;7
Doron;7
Ebou;7
Edel;7
Edson;7
Eeben;7
Eedvin;7
Eemili;7
Eepu;7
Efim;7
Egert;7
Eicca;7
Ejvind;7
Eko;7
Elai;7
Eman;7
Enno;7
Enoch;7
Erdogan;7
Erik-Mikael;7
Erjo;7
Esad;7
Esa-Jukka;7
Esa-Mikko;7
Esko-Juhani;7
Esko-Matti;7
Essam;7
Even;7
Evgenij;7
Ewald;7
Farhaan;7
Fatlum;7
Ferid;7
Ferit;7
Fuat;7
Gene;7
Gentrit;7
Gerd;7
Gianni;7
Gusten;7
Halmat;7
Hamdan;7
Hannu-Tapani;7
Harding;7
Haroon;7
Hasen;7
Hatem;7
Hazar;7
Hazem;7
Heikki-Mikael;7
Heka;7
Hesse;7
Hilmi;7
Hilpi;7
Hjalte;7
Hugh;7
Iain;7
Iaroslav;7
Iason;7
Ibragim;7
Ifeanyi;7
Iika;7
Iiro-Matti;7
Iise;7
Ilker;7
Ilkka-Christian;7
Ilkka-Tapio;7
Ingo;7
Istvan;7
Jaakkima;7
Jaakko-Ilkka;7
Jacek;7
Jackie;7
Jahangir;7
Jan-Juhani;7
Janne-Kalle;7
Jannu;7
Jan-Otto;7
Jan-Petteri;7
Jan-Robert;7
Jan-Stefan;7
Jarke;7
Jarkko-Petteri;7
Jarne;7
Jarno-Pekka;7
Jaspar;7
Jeehu;7
Jere-Markus;7
Jiri-Pekka;7
Joda;7
Joey;7
Jón;7
Joni-Jussi;7
Jonis;7
Joppe;7
Joris;7
Jouni-Petteri;7
Joy;7
Juha-Matias;7
Juha-Pentti;7
Juho-Erkki;7
Jukka-Sakari;7
Jukka-Veikko;7
Jukka-Veli;7
Jukka-Ville;7
Juli;7
Jusif;7
Jussi-Tapio;7
Kabir;7
Kadar;7
Kael;7
Kaido;7
Kai-Henrik;7
Kain;7
Kaj-Christian;7
Kalle-Matias;7
Kamaran;7
Kamel;7
Kane;7
Kari-Erik;7
Karl-Emil;7
Karl-Göran;7
Kassius;7
Kazi;7
Kenzo;7
Keon;7
Khalif;7
Kjell-Ove;7
Koa;7
Kolja;7
Kosmos;7
Kyrö;7
Laszlo;7
Lauri-Matias;7
Lauri-Petteri;7
Laurus;7
Layth;7
Leevi-Kalle;7
Leewi;7
Leif-Johan;7
Lembit;7
Leo-Petteri;7
Liang;7
Liiam;7
Lo;7
Lore;7
Lucien;7
Lyon;7
Maciej;7
Maco;7
Maël;7
Mahamuud;7
Maikel;7
Maksimus;7
Manolis;7
Mansoor;7
Maslah;7
Mathew;7
Mats-Peter;7
Matti-Eemeli;7
Matti-Veli;7
Maximo;7
Max-Mikael;7
Melih;7
Michalis;7
Mido;7
Migel;7
Mihály;7
Miikka-Markus;7
Miikka-Pekka;7
Miikka-Petteri;7
Miikus;7
Mijo;7
Mika-Matias;7
Mika-Veli;7
Mikkal;7
Mikko-Aleksi;7
Miklo;7
Miko-Matti;7
Miro-Pekka;7
Mitchell;7
Mohamedamiin;7
Mohamed-Amiin;7
Mohan;7
Moris;7
Mousa;7
Muhammet;7
Muktar;7
Muntadar;7
Mursal;7
Mus'ab;7
Muuse;7
Myytti;7
Naava;7
Namo;7
Nana;7
Nate;7
Nazir;7
Nicodemus;7
Nikhil;7
Nikla;7
Niko-Aleksi;7
Niko-Oskari;7
Nir;7
Nirmal;7
Nuuh;7
Oka;7
Okku;7
Olli-Matias;7
Olli-Veikka;7
Olti;7
Orjo;7
Orson;7
Orvar;7
Oski;7
Otto-Elias;7
Oussama;7
Ozzy;7
Paavo-Petteri;7
Pan;7
Paris;7
Pasi-Heikki;7
Patricio;7
Peetter;7
Per-Ola;7
Per-Ove;7
Perparim;7
Phong;7
Putte;7
Qendrim;7
Rabah;7
Raffaele;7
Ragip;7
Raja;7
Rakesh;7
Rami-Petteri;7
Ramyar;7
Rauli-Pekka;7
Rayane;7
Reemi;7
Reinhard;7
Reipas;7
Renee;7
Repo;7
Resul;7
Rezgar;7
Riku-Antti;7
Rizgar;7
Róbert;7
Rodolfo;7
Rohit;7
Roma;7
Roniel;7
Rowan;7
Russell;7
Ruurik;7
Ryder;7
Saban;7
Safa;7
Safaa;7
Safi;7
Sahal;7
Sainey;7
Sajid;7
Sakkeus;7
Sami-Heikki;7
Sami-Mikael;7
Samipekka;7
Samvel;7
Sandy;7
Santtu-Matti;7
Saroj;7
Senol;7
Serko;7
Shah;7
Shakir;7
Shay;7
Shefqet;7
Shorsh;7
Si;7
Simo-Samuli;7
Simo-Veikko;7
Sipri;7
Sky;7
Sol;7
Soren;7
Soroush;7
Steffan;7
Stenka;7
Suat;7
Subhan;7
Suresh;7
Suune;7
Sven-Gustav;7
Sylvesteri;7
Søren;7
Tadeusz;7
Tamir;7
Tare;7
Tarkan;7
Teemu-Tapio;7
Teino;7
Teno;7
Téo;7
Thor-Björn;7
Timo-Petri;7
Timo-Ville;7
Tomi-Juhani;7
Tomi-Jussi;7
Toni-Ville;7
Topi-Petteri;7
Tor-Leif;7
Toto;7
Tuhto;7
Ulf-Peter;7
Vaatu;7
Vadym;7
Valerian;7
Valton;7
Vasilii;7
Veeti-Viljami;7
Veli-Mies;7
Venkata;7
Vesa-Jaakko;7
Vesa-Juhani;7
Vesa-Markus;7
Vesteri;7
Vikki;7
Vili-Eemeli;7
Vili-Matti;7
Vilius;7
Vilkku;7
Ville-Henrik;7
Ville-Pentti;7
Ville-Verneri;7
Villy;7
Vince;7
Vlad;7
Voltti;7
Väinä;7
Wallu;7
Waltti;7
Wiking;7
Willjam;7
Xhavit;7
Yani;7
Ye;7
Ylber;7
Yonas;7
Yoni;7
Younus;7
Yunis;7
Yves;7
Zahar;7
Zahid;7
Zaman;7
Zeeshan;7
Zeljko;7
Adelé;6
Adelheid;6
Adesuwa;6
Adila;6
Afrah;6
Afroditi;6
Agnese;6
Agnete;6
Aïcha;6
Aija-Sisko;6
Aikku;6
Aila-Sisko;6
Aimée;6
Aino-Kaija;6
Aino-Kerttu;6
Aino-Olivia;6
Aino-Tuulia;6
Aishah;6
Aisho;6
Ajlin;6
Albertina;6
Aleftina;6
Aliisia;6
Altina;6
Alysa;6
Amarachi;6
Amelié;6
Amen;6
Amenah;6
Amiina;6
Aminat;6
Anabella;6
Ana-Maria;6
Anaya;6
Anca;6
Ane;6
Anfac;6
Aniisa;6
Anikó;6
Anjela;6
Anjelica;6
Anjuli;6
Anjuska;6
Anna-Charlotta;6
Anna-Eliisa;6
Annaelina;6
Anna-Kaisu;6
Anna-Olivia;6
Annaroosa;6
Annarosa;6
Anna-Sophie;6
Ann-Chatrine;6
Anne-Christina;6
Ann-Elisabeth;6
Annemaija;6
Anne-Maiju;6
Anne-Margit;6
Anne-Sophie;6
Ann-Gerd;6
Ann-Helén;6
Anni-Erika;6
Anni-Veera;6
Annsofi;6
Annsofie;6
Annuli;6
Anrika;6
Ansu;6
Anthea;6
Anu-Hannele;6
Anu-Helena;6
Anukaisa;6
Aqsa;6
Ara;6
Arbnora;6
Ariadne;6
Arja-Anneli;6
Arja-Hannele;6
Arnevi;6
Aronia;6
Arra;6
Arzo;6
Asil;6
Assia;6
Asta-Leena;6
Asta-Maria;6
Atefa;6
Auli-Marja;6
Avigail;6
Aysan;6
Azam;6
Azeb;6
Azemine;6
Azhaar;6
Azhar;6
Azin;6
Bahrije;6
Bailey;6
Banu;6
Béa;6
Behije;6
Bei;6
Bela;6
Benedicte;6
Beth;6
Bethel;6
Birge;6
Birgitt;6
Birita;6
Bitja;6
Brita-Stina;6
Britten;6
Büsra;6
Caritha;6
Carlota;6
Carly;6
Cathrina;6
Cati;6
Cecile;6
Célia;6
Cemile;6
Cessa;6
Charina;6
Charity;6
Chaweewan;6
Cheri;6
Cherry;6
Chi;6
Chimamanda;6
Con;6
Cristiina;6
Dan;6
Daniéla;6
Danijela;6
Danya;6
Deanna;6
Debra;6
Deego;6
Delfina;6
Deniza;6
Desireé;6
Despina;6
Dieu;6
Dong;6
Doruntina;6
Dzenana;6
Ecrin;6
Edibe;6
Edwina;6
Eelia;6
Eemil;6
Eeva-Johanna;6
Eeva-Kaisu;6
Eeva-Katri;6
Eevi-Sofia;6
Efi;6
Egle;6
Eida;6
Eija-Hannele;6
Eija-Mari;6
Eija-Riikka;6
Eir;6
Eira-Liisa;6
Elahe;6
Elaisa;6
Elba;6
Ele;6
Eleia;6
Elenora;6
Elfi;6
Elisse;6
Elize;6
Eljesa;6
Ella-Alina;6
Ella-Ilona;6
Ella-Marie;6
Ella-Marja;6
Ellan;6
Ella-Reetta;6
Ellenoora;6
Ellenor;6
Elli-Kaisa;6
Elli-Maaria;6
Elliroosa;6
Elmiida;6
Elmina;6
Elsa-Mari;6
Else-Mari;6
Elssi;6
Émilie;6
Emiliina;6
Emma-Emilia;6
Emma-Ilona;6
Emmanuella;6
Emma-Olivia;6
Emma-Stiina;6
Emma-Tuulia;6
Emmi-Emilia;6
Emmi-Juulia;6
Emmi-Roosa;6
Eni;6
Enikö;6
Esin;6
Esraa;6
Essi-Ilona;6
Eva-Karin;6
Eva-Kristiina;6
Eva-Lis;6
Evangelina;6
Evanna;6
Eva-Sofia;6
Evea;6
Eylem;6
Fahimeh;6
Faize;6
Fanniina;6
Faranak;6
Farhat;6
Fatbardha;6
Fathima;6
Feelia;6
Felicity;6
Feven;6
Florencia;6
Foos;6
Fouzia;6
Fowzia;6
Funda;6
Garita;6
Geeta;6
Genet;6
Gigi;6
Golda;6
Gracia;6
Greta-Lisa;6
Gretchen;6
Götha;6
Habon;6
Halala;6
Halima-Sadia;6
Han;6
Hanna-Kerttu;6
Hanna-Leea;6
Hanne-Maaria;6
Harper;6
Harriette;6
Hawra;6
Hawraa;6
Heddi;6
Hede;6
Heidi-Kristiina;6
Heline;6
Heljä-Marja;6
Helleni;6
Helmi-Marja;6
Henna-Maaret;6
Henna-Tuulia;6
Hera;6
Heta-Mari;6
Hidaya;6
Hilda-Mari;6
Hile;6
Hilka;6
Hilkka-Helena;6
Hilla-Maija;6
Hilla-Sofia;6
Hiltu;6
Hoai;6
Homaira;6
Ida-Riikka;6
Ida-Roosa;6
Idman;6
Iida-Alina;6
Iida-Anniina;6
Iida-Leena;6
Iidalotta;6
Iida-Riikka;6
Iidasofia;6
Iina-Elina;6
Iina-Julia;6
Iina-Liisa;6
Iissa;6
Ilhaam;6
Imma;6
Indy;6
Ine;6
Inga-Leena;6
Inga-Riitta;6
Inka-Julia;6
Inne;6
Irén;6
Irja-Riitta;6
Irma-Riitta;6
Isa-Erika;6
Isa-Lotta;6
Isobel;6
Jaana-Helena;6
Jaana-Kaarina;6
Jaana-Leena;6
Jaana-Sisko;6
Jacinta;6
Jadelin;6
Jadella;6
Jadena;6
Jalna;6
Jami;6
Jan;6
Janeta;6
Janeth;6
Janna-Juulia;6
Jannamari;6
Janni-Maria;6
Jaqueline;6
Jemimah;6
Jemma;6
Jenia;6
Jenna-Jasmin;6
Jenna-Leena;6
Jenna-Maarit;6
Jenni-Annika;6
Jenni-Pauliina;6
Jenny-Mari;6
Jenny-Marie;6
Jian;6
Jody;6
Johannes;6
Jonida;6
Jonita;6
Joona;6
Jouki;6
Justine;6
Jutta-Emilia;6
Kadriye;6
Kaija-Maria;6
Kaislakerttu;6
Kaisu-Maria;6
Kajal;6
Kani;6
Kanita;6
Kanyarat;6
Kaori;6
Kariitta;6
Karlotta;6
Karmel;6
Katelyn;6
Kathrina;6
Kathrine;6
Kati-Helena;6
Kati-Maaria;6
Kati-Marika;6
Katja-Riina;6
Katla;6
Katre;6
Kazhal;6
Keisha;6
Kelsey;6
Kerttu-Leena;6
Kerttu-Liina;6
Ketsia;6
Keyf;6
Khaali;6
Khadiija;6
Khanittha;6
Kiri;6
Kirsi-Johanna;6
Kirsi-Minna;6
Kisu;6
Kita;6
Klára;6
Krista-Maaria;6
Krista-Mari;6
Kristelle;6
Kyla;6
Käpy;6
Kärt;6
La;6
Lady;6
Lai;6
Lam;6
Laura-Maaria;6
Lauramaija;6
Layal;6
Leena-Kaija;6
Leiah;6
Leida;6
Leilani;6
Lelia;6
Lenja;6
Lenna;6
Lenny;6
Léonie;6
Liisa-Helena;6
Liisa-Inkeri;6
Lilah;6
Lilan;6
Liliann;6
Lilianne;6
Lilie;6
Lilien;6
Lilja-Mari;6
Lilka;6
Lily-Rose;6
Loa;6
Lois;6
Loren;6
Lotta-Karoliina;6
Lotta-Riikka;6
Lottariina;6
Lubov;6
Lumililja;6
Lumimarja;6
Lumme;6
Luula;6
Lya;6
Lynda;6
Maayan;6
Madelyn;6
Madhu;6
Mahabad;6
Mahdia;6
Mahira;6
Mai-Brit;6
Maija-Anneli;6
Maija-Katariina;6
Maija-Riina;6
Mai-Leena;6
Maisi;6
Maja-Stina;6
Maj-Ruth;6
Maj-Viol;6
Malyuun;6
Mandeep;6
Manel;6
Manon;6
Mar;6
Máret;6
Maria-Theresa;6
Marie-Charlotte;6
Marie-Sofie;6
Marie-Therese;6
Mari-Katariina;6
Mari-Katriina;6
Marilin;6
Mari-Mia;6
Marin;6
Mario;6
Marja-Inkeri;6
Marja-Kerttu;6
Marja-Sirkku;6
Marjo-Kristiina;6
Marjoriina;6
Marjuska;6
Markitta;6
Marwah;6
Masuma;6
Masume;6
Mavis;6
Mayan;6
Mays;6
Mayuree;6
Mazna;6
Medea;6
Meetta;6
Meline;6
Mélissa;6
Melitta;6
Meliza;6
Melli;6
Meltem;6
Merelle;6
Mergime;6
Meribel;6
Merica;6
Meri-Ellen;6
Meriina;6
Meri-Maria;6
Meri-Sofia;6
Merja-Maija;6
Merja-Sinikka;6
Merla;6
Merna;6
Mervi-Liisa;6
Meryam;6
Meseret;6
Mevlude;6
Mia-Emilia;6
Mia-Johanna;6
Mia-Kristiina;6
Mia-Lisa;6
Mia-Maaria;6
Michella;6
Mida;6
Mielo;6
Miia-Maaret;6
Miiamari;6
Miia-Marja;6
Miiju;6
Miina-Maija;6
Miira-Maria;6
Mikaella;6
Mikayla;6
Mila-Marie;6
Milanna;6
Mila-Sofia;6
Mileah;6
Militza;6
Milja-Maija;6
Milja-Mari;6
Millamaari;6
Milla-Noora;6
Minel;6
Ming;6
Minka-Maria;6
Minna-Lotta;6
Minna-Marjut;6
Minna-Riina;6
Minnariitta;6
Minttumaari;6
Minttu-Maari;6
Mira-Bella;6
Miracle;6
Mirah;6
Mira-Tuulia;6
Mire;6
Miria;6
Mirika;6
Mirja-Sisko;6
Mirje;6
Mirkka-Liisa;6
Mirkka-Maaria;6
Mirva-Riitta;6
Mirvete;6
Misla;6
Montaha;6
Mouna;6
Mozhgan;6
Muriel;6
Mushtaq;6
Muwada;6
Naiima;6
Naiimo;6
Najlaa;6
Nanika;6
Nannu;6
Nara;6
Nashmil;6
Nastaran;6
Natalina;6
Nava;6
Nea-Lotta;6
Nea-Nora;6
Nefeli;6
Nelli-Maaria;6
Nelli-Mari;6
Neomi;6
Nera;6
Nergis;6
Nesa;6
Nevin;6
Nhat;6
Nihaal;6
Niinamari;6
Niina-Susanna;6
Niko;6
Nikoleta;6
Nina-Carita;6
Nina-Kaisa;6
Ninamari;6
Nina-Susanna;6
Ninel;6
Nira;6
Noëlle;6
Noemie;6
Noora-Elina;6
Noora-Kaisa;6
Noova;6
Nuna;6
Nupel;6
Nuua;6
Nyima;6
Oleksandra;6
Olta;6
Omolola;6
Oona-Elina;6
Oona-Roosa;6
Orathai;6
Othilia;6
Outa;6
Outi-Sisko;6
Palina;6
Palma;6
Palwasha;6
Panagiota;6
Panja;6
Parwin;6
Patrycja;6
Paulette;6
Peetra;6
Pegah;6
Pelin;6
Pernille;6
Petra-Leena;6
Petranella;6
Petriikka;6
Pia-Anneli;6
Pia-Lisa;6
Pia-Lotta;6
Pia-Maaria;6
